amfi_code,fund_house,scheme_name,category,sub_category,plan,launch_date,benchmark,expense_ratio_pct,exit_load_pct,min_sip_amount,min_lumpsum_amount,fund_manager,risk_category,sebi_category_code,source_file,[TRUNCATED_CONTENT_REPLACED_WITH_FULL_FILE_FOR_MOVE],date,aum_lakh_crore,aum_crore,num_schemes,month,sip_inflow_crore,active_sip_accounts_crore,new_sip_accounts_lakh,sip_aum_lakh_crore,yoy_growth_pct,net_inflow_crore,total_folios_crore,equity_folios_crore,debt_folios_crore,hybrid_folios_crore,others_folios_crore,return_1yr_pct,return_3yr_pct,return_5yr_pct,benchmark_3yr_pct,alpha,beta,sharpe_ratio,sortino_ratio,std_dev_ann_pct,max_drawdown_pct,morningstar_rating,risk_grade,investor_id,transaction_date,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,stock_symbol,stock_name,sector,weight_pct,market_value_cr,current_price_inr,portfolio_date,index_name,close_value,nav
119092.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002366,2024-01-04,Redemption,165229.0,Telangana,Hyderabad,T30,26-35,Female,20.4,Net Banking,Verified,,,,,,,,,,
118635.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004684,2024-01-04,SIP,12906.0,Tamil Nadu,Chennai,T30,26-35,Male,22.0,Mandate,Verified,,,,,,,,,,
120506.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001899,2024-01-04,SIP,578.0,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Pending,,,,,,,,,,
149322.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000832,2024-01-04,SIP,6694.0,Karnataka,Bangalore,T30,36-45,Male,36.6,UPI,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002195,2024-01-04,Redemption,16534.0,Telangana,Hyderabad,T30,26-35,Male,24.5,Net Banking,Verified,,,,,,,,,,
102885.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003061,2024-01-04,Lumpsum,317573.0,Uttar Pradesh,Lucknow,T30,26-35,Female,11.9,Mandate,Verified,,,,,,,,,,
119094.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001048,2024-01-04,Lumpsum,260931.0,Delhi,New Delhi,T30,46-55,Male,46.6,UPI,Verified,,,,,,,,,,
120505.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002585,2024-01-04,Lumpsum,265554.0,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,Mandate,Verified,,,,,,,,,,
102886.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003674,2024-01-04,Redemption,279015.0,Uttar Pradesh,Kanpur,B30,36-45,Male,32.8,UPI,Verified,,,,,,,,,,
120507.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002996,2024-01-04,Lumpsum,427873.0,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Net Banking,Pending,,,,,,,,,,
119094.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000049,2024-01-04,SIP,13494.0,Maharashtra,Nashik,B30,36-45,Male,23.8,Cheque,Verified,,,,,,,,,,
120504.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004030,2024-01-04,SIP,2252.0,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Mandate,Verified,,,,,,,,,,
125497.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003847,2024-01-04,Redemption,66045.0,Telangana,Hyderabad,T30,26-35,Male,19.7,Mandate,Verified,,,,,,,,,,
102886.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004970,2024-01-04,Lumpsum,41075.0,Maharashtra,Nashik,B30,36-45,Female,27.6,Net Banking,Verified,,,,,,,,,,
119552.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002134,2024-01-04,SIP,5099.0,Rajasthan,Udaipur,B30,26-35,Male,24.8,Mandate,Verified,,,,,,,,,,
118636.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003047,2024-01-04,Lumpsum,317302.0,Maharashtra,Mumbai,T30,46-55,Male,40.0,Cheque,Verified,,,,,,,,,,
120842.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004899,2024-01-04,SIP,1081.0,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified,,,,,,,,,,
149324.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004896,2024-01-04,Lumpsum,251783.0,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified,,,,,,,,,,
118633.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003023,2024-01-04,SIP,872.0,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Cheque,Verified,,,,,,,,,,
118633.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002823,2024-01-04,SIP,53710.0,Telangana,Hyderabad,T30,26-35,Male,21.5,Net Banking,Verified,,,,,,,,,,
149323.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003509,2024-01-04,SIP,6149.0,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,Verified,,,,,,,,,,
148568.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003047,2024-01-04,SIP,4437.0,Maharashtra,Mumbai,T30,46-55,Male,40.0,Mandate,Verified,,,,,,,,,,
119120.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001175,2024-01-04,SIP,21148.0,Punjab,Chandigarh,T30,36-45,Male,33.5,Cheque,Verified,,,,,,,,,,
119552.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000134,2024-01-04,SIP,13078.0,Punjab,Chandigarh,T30,36-45,Female,50.2,Mandate,Verified,,,,,,,,,,
119095.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003565,2024-01-04,SIP,2454.0,Gujarat,Surat,T30,26-35,Male,12.0,Net Banking,Verified,,,,,,,,,,
119095.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002826,2024-01-04,SIP,543.0,Haryana,Gurugram,T30,26-35,Male,20.5,Mandate,Pending,,,,,,,,,,
149323.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004096,2024-01-04,SIP,25101.0,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Cheque,Pending,,,,,,,,,,
120504.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000074,2024-01-04,SIP,7798.0,Rajasthan,Jaipur,T30,26-35,Female,8.4,Mandate,Pending,,,,,,,,,,
149324.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004911,2024-01-04,SIP,47812.0,West Bengal,Kolkata,T30,26-35,Female,9.4,UPI,Verified,,,,,,,,,,
119095.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001594,2024-01-04,SIP,3533.0,Madhya Pradesh,Bhopal,B30,26-35,Male,13.9,Cheque,Verified,,,,,,,,,,
120843.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004079,2024-01-04,SIP,432.0,Karnataka,Bangalore,T30,36-45,Female,57.2,Net Banking,Verified,,,,,,,,,,
119599.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003396,2024-01-04,SIP,2810.0,Karnataka,Mysore,B30,26-35,Male,23.4,Net Banking,Verified,,,,,,,,,,
120841.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004066,2024-01-04,SIP,15405.0,Gujarat,Surat,T30,46-55,Male,30.8,Net Banking,Verified,,,,,,,,,,
119551.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001131,2024-01-04,SIP,445.0,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,UPI,Verified,,,,,,,,,,
100025.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV002681,2024-01-04,SIP,8884.0,Maharashtra,Nashik,B30,18-25,Female,7.2,UPI,Verified,,,,,,,,,,
119120.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000371,2024-01-04,SIP,5416.0,Uttar Pradesh,Agra,B30,26-35,Male,14.6,Cheque,Pending,,,,,,,,,,
120505.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV001717,2024-01-04,Lumpsum,351527.0,Karnataka,Mysore,B30,26-35,Male,23.2,UPI,Verified,,,,,,,,,,
125497.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000799,2024-01-04,SIP,3274.0,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Net Banking,Verified,,,,,,,,,,
118635.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004497,2024-01-04,Redemption,453909.0,Rajasthan,Jaipur,T30,26-35,Female,13.3,Mandate,Verified,,,,,,,,,,
102886.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000369,2024-01-04,Lumpsum,69084.0,Delhi,Gurugram,T30,26-35,Male,20.7,UPI,Verified,,,,,,,,,,
119598.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003675,2024-01-04,SIP,5637.0,West Bengal,Kolkata,T30,56+,Male,63.9,Net Banking,Verified,,,,,,,,,,
120503.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004109,2024-01-04,Lumpsum,160487.0,Uttar Pradesh,Lucknow,T30,56+,Female,59.8,UPI,Verified,,,,,,,,,,
120507.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV004281,2024-01-04,Lumpsum,78516.0,Rajasthan,Jaipur,T30,26-35,Female,15.9,Net Banking,Verified,,,,,,,,,,
119552.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000269,2024-01-04,SIP,4719.0,Punjab,Amritsar,B30,46-55,Male,47.3,Cheque,Verified,,,,,,,,,,
102886.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003288,2024-01-04,SIP,45897.0,Punjab,Chandigarh,T30,56+,Male,57.9,Cheque,Pending,,,,,,,,,,
101206.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV000289,2024-01-04,SIP,3127.0,Delhi,Gurugram,T30,36-45,Male,54.2,Net Banking,Verified,,,,,,,,,,
100033.0,,,,,,,,,,,,,,,08_investor_transactions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INV003820,2024-01-04,SIP,894.0,Tamil Nadu,Chennai,T30,56+,Male,61.2,Mandate,Verified,,,,,,,,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWERGRID,Power Grid Corporation,Utilities,13.85,737.09,6011.08,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDFCBANK,HDFC Bank Ltd,Banking,11.19,88.97,1074.65,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRASIM,Grasim Industries Ltd,Diversified,9.9,208.45,5964.59,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRREDDY,Dr. Reddy's Laboratories,Pharma,4.76,161.32,3748.82,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASIANPAINT,Asian Paints Ltd,Paints,10.25,725.9,1321.45,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTPC,NTPC Ltd,Utilities,7.48,897.7,2913.66,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVISLAB,Divi's Laboratories,Pharma,3.21,286.44,3964.01,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHARTIARTL,Bharti Airtel Ltd,Telecom,13.94,452.19,5013.45,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCLTECH,HCL Technologies Ltd,IT,18.22,177.35,6024.13,2025-12-31,,,
119551.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARUTI,Maruti Suzuki India Ltd,Automobile,7.2,1982.33,5461.85,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFY,Infosys Ltd,IT,10.55,316.08,7088.71,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWERGRID,Power Grid Corporation,Utilities,5.52,669.58,3434.04,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRREDDY,Dr. Reddy's Laboratories,Pharma,6.25,316.84,5910.04,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICICIBANK,ICICI Bank Ltd,Banking,10.19,1006.69,4142.59,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TATAMOTOR,Tata Motors Ltd,Automobile,17.88,484.41,4065.77,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARUTI,Maruti Suzuki India Ltd,Automobile,14.6,1142.07,7620.26,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPLA,Cipla Ltd,Pharma,10.44,1019.41,7934.38,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVISLAB,Divi's Laboratories,Pharma,7.39,208.3,1889.75,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJFINANCE,Bajaj Finance Ltd,NBFC,5.86,1103.07,2693.54,2025-12-31,,,
119552.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,6.14,1136.79,6386.95,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIPRO,Wipro Ltd,IT,13.66,869.0,3504.41,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCS,Tata Consultancy Services,IT,3.02,988.24,2581.1,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRASIM,Grasim Industries Ltd,Diversified,7.14,132.34,4515.26,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RELIANCE,Reliance Industries Ltd,Energy,16.5,321.12,315.19,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ULTRACEMCO,UltraTech Cement Ltd,Cement,5.32,1392.64,7901.22,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFY,Infosys Ltd,IT,15.16,1210.68,7724.16,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M&M,Mahindra & Mahindra Ltd,Automobile,8.18,1492.26,660.82,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXISBANK,Axis Bank Ltd,Banking,10.96,1665.15,2235.83,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOTAKBANK,Kotak Mahindra Bank,Banking,3.56,682.95,2504.73,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWERGRID,Power Grid Corporation,Utilities,7.19,751.31,1707.64,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTPC,NTPC Ltd,Utilities,5.59,1927.98,7369.33,2025-12-31,,,
119598.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TATAMOTOR,Tata Motors Ltd,Automobile,3.71,1751.14,5299.51,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITAN,Titan Company Ltd,Consumer Goods,10.69,1644.24,7387.94,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICICIBANK,ICICI Bank Ltd,Banking,18.56,1254.17,3482.69,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RELIANCE,Reliance Industries Ltd,Energy,13.47,1487.95,4137.4,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRREDDY,Dr. Reddy's Laboratories,Pharma,3.24,1716.42,1982.11,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TATAMOTOR,Tata Motors Ltd,Automobile,6.74,926.23,7738.2,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDUNILVR,Hindustan Unilever Ltd,FMCG,3.53,1123.22,5235.31,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDUSINDBK,IndusInd Bank Ltd,Banking,15.52,825.04,5180.82,2025-12-31,,,
119599.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRASIM,Grasim Industries Ltd,Diversified,28.25,1461.32,1872.83,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,11.53,398.6,2074.55,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPLA,Cipla Ltd,Pharma,4.92,1325.34,4188.12,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICICIBANK,ICICI Bank Ltd,Banking,3.39,169.92,4888.66,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIPRO,Wipro Ltd,IT,25.9,552.43,579.31,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTPC,NTPC Ltd,Utilities,5.61,1102.98,6325.9,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJFINANCE,Bajaj Finance Ltd,NBFC,7.01,214.89,592.41,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDUNILVR,Hindustan Unilever Ltd,FMCG,11.68,1590.03,2555.06,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RELIANCE,Reliance Industries Ltd,Energy,6.09,327.86,6859.37,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRREDDY,Dr. Reddy's Laboratories,Pharma,9.03,452.67,2212.6,2025-12-31,,,
100016.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARUTI,Maruti Suzuki India Ltd,Automobile,14.84,486.21,5808.83,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITAN,Titan Company Ltd,Consumer Goods,12.53,422.11,2280.96,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIPRO,Wipro Ltd,IT,12.03,1652.67,1030.72,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJFINANCE,Bajaj Finance Ltd,NBFC,10.03,115.8,7583.81,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NESTLEIND,Nestle India Ltd,FMCG,11.81,127.73,1212.79,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRASIM,Grasim Industries Ltd,Diversified,19.04,817.9,1083.31,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ULTRACEMCO,UltraTech Cement Ltd,Cement,5.02,1316.71,4748.8,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTPC,NTPC Ltd,Utilities,14.65,985.86,341.2,2025-12-31,,,
125497.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFY,Infosys Ltd,IT,14.89,1542.92,7905.86,2025-12-31,,,
100033.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFY,Infosys Ltd,IT,4.66,708.39,7817.51,2025-12-31,,,
100033.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXISBANK,Axis Bank Ltd,Banking,18.21,1815.93,7431.94,2025-12-31,,,
100033.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,Larsen & Toubro Ltd,Infrastructure,7.47,1289.6,7294.22,2025-12-31,,,
100033.0,,,,,,,,,,,,,,,09_portfolio_holdings.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICICIBANK,ICICI Bank Ltd,Banking,7.47,786.14,6616.01,2025-12-31,,,
